Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,busykids.bed_type (product.metafields.custom.busykids_bed_type),busykids.features (product.metafields.custom.busykids_features),busykids.mattress_size (product.metafields.custom.busykids_mattress_size),busykids.sleepers (product.metafields.custom.busykids_sleepers),feed_category (product.metafields.custom.feed_category),notice (product.metafields.custom.notice),url-media (product.metafields.custom.url_media),url-tech (product.metafields.custom.url_tech),Custom label 0 (product.metafields.mm-google-shopping.custom_label_0),Custom label 1 (product.metafields.mm-google-shopping.custom_label_1),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Art movement (product.metafields.shopify.art-movement),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Baby/Toddler furniture features (product.metafields.shopify.baby-toddler-furniture-features),Baby/Toddler seat features (product.metafields.shopify.baby-toddler-seat-features),Backrest type (product.metafields.shopify.backrest-type),Bed/Frame features (product.metafields.shopify.bed-frame-features),Bedding pieces included (product.metafields.shopify.bedding-pieces-included),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Compatible stroller type (product.metafields.shopify.compatible-stroller-type),Construction set theme (product.metafields.shopify.construction-set-theme),Cover features (product.metafields.shopify.cover-features),Crib/Toddler bed features (product.metafields.shopify.crib-toddler-bed-features),Decoration material (product.metafields.shopify.decoration-material),Developmental features (product.metafields.shopify.developmental-features),Difficulty level (product.metafields.shopify.difficulty-level),Doll/Playset features (product.metafields.shopify.doll-playset-features),Fabric (product.metafields.shopify.fabric),Firmness (product.metafields.shopify.firmness),Folding mechanism (product.metafields.shopify.folding-mechanism),Frame style (product.metafields.shopify.frame-style),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Infant age group (product.metafields.shopify.infant-age-group),Instrument material (product.metafields.shopify.instrument-material),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Mattress features (product.metafields.shopify.mattress-features),Motion (product.metafields.shopify.motion),Mounting type (product.metafields.shopify.mounting-type),Outdoor equipment features (product.metafields.shopify.outdoor-equipment-features),Painting medium (product.metafields.shopify.painting-medium),Portability (product.metafields.shopify.portability),Potty/Toilet seat design (product.metafields.shopify.potty-toilet-seat-design),Puzzle theme (product.metafields.shopify.puzzle-theme),Puzzle type (product.metafields.shopify.puzzle-type),Reading toy type (product.metafields.shopify.reading-toy-type),Recommended age group (product.metafields.shopify.recommended-age-group),Riding toy propulsion type (product.metafields.shopify.riding-toy-propulsion-type),Safety rail installation (product.metafields.shopify.safety-rail-installation),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Stroller features (product.metafields.shopify.stroller-features),Stroller wheel type (product.metafields.shopify.stroller-wheel-type),Suitable for container type (product.metafields.shopify.suitable-for-container-type),Suitable location (product.metafields.shopify.suitable-location),Theme (product.metafields.shopify.theme),Toddler bed features (product.metafields.shopify.toddler-bed-features),Toy/Game material (product.metafields.shopify.toy-game-material),Upholstery material (product.metafields.shopify.upholstery-material),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Germany,Price / Germany,Compare At Price / Germany,Included / International,Price / International,Compare At Price / International,Status
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,BusyKids Etagenbett LUMI-ONE mit seitlicher Leiter 90 x 200 / 120 x 200 cm,"<p data-start=""80"" data-end=""400"">BusyKids <strong data-start=""89"" data-end=""101"">LUMI-ONE</strong> ist ein stilvolles und zuverlässiges Etagenbett, das für Komfort, Gemütlichkeit und einen sicheren Schlaf Ihres Kindes entwickelt wurde. Das Modell ist aus <strong data-start=""258"" data-end=""295"">hochwertigem massivem Kiefernholz</strong> gefertigt, das sich durch Stabilität, Langlebigkeit und eine schöne natürliche Holzmaserung auszeichnet.</p>
<p data-start=""402"" data-end=""685"">Die Oberfläche ist mit einem <strong data-start=""431"" data-end=""470"">hypoallergenen Lack auf Wasserbasis</strong> behandelt, der für das Kinderzimmer sicher ist und sich im täglichen Gebrauch bewährt. Die <strong data-start=""562"" data-end=""582"">seitliche Leiter</strong> macht die Konstruktion praktisch und funktional und verleiht dem Bett zugleich eine harmonische Optik.</p>
<p data-start=""687"" data-end=""971"" data-is-last-node="""" data-is-only-node="""">Warme natürliche Materialien und ein durchdachtes Design schaffen eine <strong data-start=""758"" data-end=""783"">gemütliche Atmosphäre</strong> im Kinderzimmer, in der sich Kinder wohlfühlen, entspannen, spielen und wachsen können. <strong data-start=""872"" data-end=""925"">BusyKids kümmert sich in jedem Detail um Ihr Kind</strong> und vereint Qualität, Sicherheit und Komfort.</p>",Benlemi,Furniture > Beds & Accessories > Beds & Bed Frames > Bunk Beds & Bed Frames,Kinderzimmermöbel > Betten aus Massivholz,"additional-products:bed-lumione, age-active, age-gr:3+, benlemi-led, color-selection:true, mattress-size:200x90_200x120, rec:2bed, sklad:preorder8",true,Farben,Unlackiert,,Standort der Treppe,Rechts,,Zubehör,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Unvarnished, RIGHT",0.0,shopify,1000,deny,manual,1099.00,1099.00,true,true,,,,,8595731868934,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/prewiew_fc918249-7084-4dd4-9e49-ac7439a46824.jpg?v=1776347048,1,"",false,,,505764,,,,,,core,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/rozmer.jpg?v=1776192971,core,,,,,,,,,lattenrost-inklusive,,einzel; twin,,beige; gray; white,,,,,,,,,,,,,,pinienholz,,,pinienholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/prewiew_fc918249-7084-4dd4-9e49-ac7439a46824.jpg?v=1776347048,kg,,,true,,,true,,,active
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Rechts,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Unvarnished, RIGHT",0.0,shopify,1000,deny,manual,799.00,799.00,true,true,,,,,8595731868910,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1_88f651c8-f4ec-4791-84e2-2cacbb0cd1cf.jpg?v=1776347048,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Rechts,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color Unvarnished, RIGHT",0.0,shopify,1000,deny,manual,999.00,999.00,true,true,,,,,8595731868927,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/5_e4a19410-223a-45fe-bfd9-66bd62955ac6.jpg?v=1776347048,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Rechts,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color Unvarnished, RIGHT",0.0,shopify,1000,deny,manual,1150.00,1150.00,true,true,,,,,8595731868941,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Links,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Unvarnished, LEFT",0.0,shopify,1000,deny,manual,1099.00,1099.00,true,true,,,,,8595731869252,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_ffb632d0-f09f-4cfa-b38c-2cd7951ce15e.jpg?v=1776347048,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_ffb632d0-f09f-4cfa-b38c-2cd7951ce15e.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Links,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Unvarnished, LEFT",0.0,shopify,1000,deny,manual,799.00,799.00,true,true,,,,,8595731869238,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/4_81104343-f55d-4173-a171-8903b72e0ea4.jpg?v=1776347048,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Links,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color Unvarnished, LEFT",0.0,shopify,1000,deny,manual,999.00,999.00,true,true,,,,,8595731869245,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/6_f046b6cb-411b-4c36-bb27-85f27ce1d4b6.jpg?v=1776347048,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Unlackiert,,,Links,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color Unvarnished, LEFT",0.0,shopify,1000,deny,manual,1150.00,1150.00,true,true,,,,,8595731869269,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/3_40dfc49b-d18d-4e6c-ac26-358364e3d217.jpg?v=1776347048,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Rechts,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Transparent oil, RIGHT",0.0,shopify,999,deny,manual,1250.00,1250.00,true,true,,,,,8595731868972,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/2_eccba99a-0d7d-4101-8998-3b7d49568705.jpg?v=1776347048,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1_88f651c8-f4ec-4791-84e2-2cacbb0cd1cf.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Rechts,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Transparent oil, RIGHT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731868958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Rechts,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color Transparent oil, RIGHT",0.0,shopify,1000,deny,manual,1179.00,1179.00,true,true,,,,,8595731868965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Rechts,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color Transparent oil, RIGHT",0.0,shopify,1000,deny,manual,1299.00,1299.00,true,true,,,,,8595731868989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Links,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Transparent oil, LEFT",0.0,shopify,1000,deny,manual,1250.00,1250.00,true,true,,,,,8595731869290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_ffb632d0-f09f-4cfa-b38c-2cd7951ce15e.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Links,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Transparent oil, LEFT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731869276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Links,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color Transparent oil, LEFT",0.0,shopify,1000,deny,manual,1179.00,1179.00,true,true,,,,,8595731869283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Transparentes Öl,,,Links,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color Transparent oil, LEFT",0.0,shopify,1000,deny,manual,1299.00,1299.00,true,true,,,,,8595731869306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Rechts,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color White, RIGHT",0.0,shopify,1000,deny,manual,1250.00,1250.00,true,true,,,,,8595731869016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/3_40dfc49b-d18d-4e6c-ac26-358364e3d217.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Rechts,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color White, RIGHT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731868996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Rechts,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color White, RIGHT",0.0,shopify,1000,deny,manual,1179.00,1179.00,true,true,,,,,8595731869009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Rechts,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color White, RIGHT",0.0,shopify,1000,deny,manual,1299.00,1299.00,true,true,,,,,8595731869023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Links,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color White, LEFT",0.0,shopify,1000,deny,manual,1250.00,1250.00,true,true,,,,,8595731869337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_ffb632d0-f09f-4cfa-b38c-2cd7951ce15e.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Links,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color White, LEFT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731869313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Links,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color White, LEFT",0.0,shopify,1000,deny,manual,1179.00,1179.00,true,true,,,,,8595731869320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Weiß,,,Links,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color White, LEFT",0.0,shopify,1000,deny,manual,1299.00,1299.00,true,true,,,,,8595731869344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Rechts,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Dark grey, RIGHT",0.0,shopify,1000,deny,manual,1250.00,1250.00,true,true,,,,,8595731869092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/2_eccba99a-0d7d-4101-8998-3b7d49568705.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Rechts,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Dark grey, RIGHT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731869078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Rechts,,,Mit Zusatzbett 90x190cm,,"BK Bed LUMI-ONE With extra bed 90x190 cm, size 2000*900, 2000*1200, color Dark grey, RIGHT",0.0,shopify,1000,deny,manual,1179.00,1179.00,true,true,,,,,8595731869085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Rechts,,,Mit doppelter Aufbewahrungsschublade,,"BK Bed LUMI-ONE With double storage drawer, size 2000*900, 2000*1200, color Dark grey, RIGHT",0.0,shopify,1000,deny,manual,1299.00,1299.00,true,true,,,,,8595731869108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Links,,,Mit Aufbewahrungsschublade,,"BK Bed LUMI-ONE With storage drawer, size 2000*900, 2000*1200, color Dark grey, LEFT",0.0,shopify,1000,deny,manual,1250.00,1250.00,true,true,,,,,8595731869412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_ffb632d0-f09f-4cfa-b38c-2cd7951ce15e.jpg?v=1776347048,kg,,,,,,,,,
busykids-etagenbett-lumi-one-mit-seitlicher-leiter-90-x-200-120-x-200-cm,,,,,,,,,Dunkelgrau,,,Links,,,Keine Schublade,,"BK Bed LUMI-ONE No drawer, size 2000*900, 2000*1200, color Dark grey, LEFT",0.0,shopify,1000,deny,manual,939.00,939.00,true,true,,,,,8595731869399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de2_165108fe-ee9f-406d-ac12-7a9b986efc13.jpg?v=1776347048,kg,,,,,,,,,
